Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	

Color Images
Image	Object	Pixels	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics
MNI_MNI.img	MF_DPFC_R	14934	40.7229	212.7993	130.7344	38.5018	
MNI_MNI.img	IF_opercularis_L	5914	61.1113	210.6856	139.6968	41.1648	
MNI_MNI.img	IF_opercularis_R	6192	57.1540	213.9282	150.6431	41.7261	
MNI_MNI.img	IF_orbitalis_L	5943	36.3553	214.8692	148.2170	42.9746	
MNI_MNI.img	IF_orbitalis_R	4982	44.5400	219.6865	149.6340	42.5831	
MNI_MNI.img	IF_triangularis_L	6223	49.2911	210.4459	155.1968	38.8894	
MNI_MNI.img	IF_triangularis_R	5045	45.9442	213.5012	154.3114	39.9003	
MNI_MNI.img	LFO_L	5745	46.0575	216.2647	128.2559	37.5860	
MNI_MNI.img	LFO_R	5872	29.9906	224.6745	127.0472	37.1153	
MNI_MNI.img	MFO_L	5935	42.0991	215.3445	129.7686	38.1267	
MNI_MNI.img	MFO_R	5696	35.7529	214.6493	123.1641	37.1357	
MNI_MNI.img	R_L	7589	45.0985	208.1570	118.4037	38.1798	
MNI_MNI.img	R_R	8380	51.2900	212.7245	127.4924	39.3954	
MNI_MNI.img	PoC_L	19679	47.6759	217.0479	149.0661	37.5124	
MNI_MNI.img	PoC_R	17651	30.8780	218.0239	151.1460	37.0126	
MNI_MNI.img	PrC_L	24817	46.3634	212.4487	151.0378	37.8318	
MNI_MNI.img	PrC_R	26842	42.3586	217.2998	154.0359	37.7700	
MNI_MNI.img	SP_L	14286	52.0346	211.5206	160.5018	38.3685	
MNI_MNI.img	SP_R	11699	59.6722	223.2191	166.3570	37.7262	
MNI_MNI.img	SM_L	10816	46.3282	212.9030	139.9355	39.1551	
MNI_MNI.img	SM_R	9533	51.2328	210.9993	141.2823	39.2816	
MNI_MNI.img	A_L	10100	44.6819	204.2813	139.8112	38.9804	
MNI_MNI.img	A_R	13722	35.4011	212.3206	138.2543	39.1967	
MNI_MNI.img	PrCu_L	10056	38.5046	211.2767	131.1315	36.7348	
MNI_MNI.img	PrCu_R	10549	41.5169	217.8648	131.1783	37.2541	
MNI_MNI.img	ST_L	18696	42.3620	215.4616	140.5807	40.5630	
MNI_MNI.img	ST_R	20180	28.6236	219.1926	142.9780	40.3118	
MNI_MNI.img	ST_L_pole	4603	51.4795	193.1857	113.2858	30.9954	
MNI_MNI.img	ST_R_pole	4373	51.7502	201.0838	116.6979	31.8144	
MNI_MNI.img	MT_L	19597	42.0110	212.9439	140.4961	45.3895	
MNI_MNI.img	MT_R	21532	39.5691	219.5043	143.0020	45.7060	
MNI_MNI.img	MT_L_pole	1311	57.6767	210.9989	147.4416	39.4342	
MNI_MNI.img	MT_R_pole	1220	64.6476	213.7227	147.1143	40.6207	
MNI_MNI.img	IT_L	13018	26.3075	208.3392	126.2383	42.0973	
MNI_MNI.img	IT_R	14922	26.1262	215.7182	126.9486	40.7973	
MNI_MNI.img	PHG_L	1205	72.7076	184.1131	118.0866	21.3195	
MNI_MNI.img	PHG_R	1324	60.6621	191.2651	123.3085	23.0098	
MNI_MNI.img	ENT_L	467	83.7918	172.2798	121.2181	18.6207	
MNI_MNI.img	ENT_R	592	83.7212	186.0551	120.9805	21.3472	
MNI_MNI.img	Fu_L	20040	25.3128	209.4457	118.4284	36.9940	
MNI_MNI.img	Fu_R	20566	30.5538	208.7867	120.1831	35.2868	
MNI_MNI.img	SO_L	6379	56.8674	210.8246	161.0900	36.9824	
MNI_MNI.img	SO_R	6815	42.4753	208.6779	161.0571	37.0919	
MNI_MNI.img	MO_L	22684	34.7337	213.2539	142.3862	42.8977	
MNI_MNI.img	MO_R	22684	28.9083	214.4435	142.9539	43.0427	
MNI_MNI.img	IO_L	5720	38.2849	204.3066	130.9325	40.6700	
MNI_MNI.img	IO_R	7865	31.4360	210.7642	129.9670	42.4831	
MNI_MNI.img	Cu_L	9281	37.6796	213.0328	138.5497	38.1485	
MNI_MNI.img	Cu_R	8272	39.6312	213.6509	135.3855	36.7638	
MNI_MNI.img	LG_L	9959	25.2750	182.6626	108.4518	25.9155	
MNI_MNI.img	LG_R	10553	24.8784	177.0329	107.8771	24.5225	
MNI_MNI.img	rostral_ACC_L	3022	40.5572	186.7797	96.2438	23.9167	
MNI_MNI.img	rostral_ACC_R	3546	43.2629	168.0606	93.4958	22.6635	
MNI_MNI.img	subcallosal_ACC_L	527	59.9666	190.4612	106.9804	33.5450	
MNI_MNI.img	subcallosal_ACC_R	760	56.7119	187.0530	109.7321	32.5699	
MNI_MNI.img	subgenual_ACC_L	2032	67.1920	195.4528	119.7276	26.3173	
MNI_MNI.img	subgenual_ACC_R	1942	52.1671	191.7183	113.2881	25.0851	
MNI_MNI.img	dorsal_ACC_L	14490	25.9378	206.6088	112.9606	31.7289	
MNI_MNI.img	dorsal_ACC_R	13559	37.1887	199.5537	107.4054	28.9415	
MNI_MNI.img	PCC_L	11545	29.9783	205.0446	126.0985	39.2558	
MNI_MNI.img	PCC_R	13340	26.7758	208.4356	120.8303	38.9411	
MNI_MNI.img	Insula_L	9225	40.4588	163.1078	105.1501	20.9067	
MNI_MNI.img	Insula_R	8718	48.3830	170.5390	111.4667	22.2043	
MNI_MNI.img	Amyg_L	1806	76.2051	172.0664	111.2090	14.9650	
MNI_MNI.img	Amyg_R	1910	83.6283	159.4301	115.5881	14.6610	
MNI_MNI.img	Hippo_L	4666	49.0066	175.5581	104.6094	19.5391	
MNI_MNI.img	Hippo_R	4606	51.6447	167.9142	107.6289	18.4248	
MNI_MNI.img	Caud_L	4043	80.4292	186.2568	129.6144	19.0174	
MNI_MNI.img	Caud_R	4224	82.5775	186.1286	130.0924	19.5924	
MNI_MNI.img	Put_L	5756	89.1454	183.5150	148.5979	15.5170	
MNI_MNI.img	Put_R	5772	82.8235	186.0264	151.4344	15.2333	
MNI_MNI.img	GP_L	1453	157.0869	216.6713	189.1712	10.2908	
MNI_MNI.img	GP_R	1425	152.8018	218.8680	190.2189	10.5043	
MNI_MNI.img	Thalamus_L	6967	117.8069	202.5743	163.5141	15.5783	
MNI_MNI.img	Thalamus_R	6930	114.5473	204.0684	161.5153	16.8637	
MNI_MNI.img	HypoThalamus_L	594	88.3957	188.5779	143.0300	18.1032	
MNI_MNI.img	HypoThalamus_R	714	108.4266	193.6320	151.1701	19.5566	
MNI_MNI.img	BasalForebrain_L	2122	44.8943	222.8716	167.0713	29.5576	
MNI_MNI.img	BasalForebrain_R	1934	44.6248	217.1434	168.8212	29.3678	
MNI_MNI.img	NucAccumbens_L	676	107.9114	179.7844	135.6512	14.0806	
MNI_MNI.img	NucAccumbens_R	848	105.0220	182.0311	136.9439	15.5306	
MNI_MNI.img	RedNc_L	383	192.7690	219.2361	205.8056	5.2795	
MNI_MNI.img	RedNc_R	404	192.5550	220.6058	206.3228	5.7479	
MNI_MNI.img	Snigra_L	367	189.7973	225.7631	207.8358	6.2552	
MNI_MNI.img	Snigra_R	320	192.8978	222.1183	209.4657	5.3915	
MNI_MNI.img	Cerebellum_R	54312	37.1814	198.4759	118.4770	22.0576	
MNI_MNI.img	Cerebellum_L	53661	27.1158	204.1574	116.7149	22.8232	
MNI_MNI.img	CP_L	2768	151.5283	238.1416	198.2886	15.3978	
MNI_MNI.img	CP_R	2938	153.5278	238.2633	200.7211	14.1586	
MNI_MNI.img	Midbrain_L	2862	126.1356	235.7810	183.3952	15.9919	
MNI_MNI.img	Midbrain_R	2890	115.9245	227.7410	181.7205	17.7967	
MNI_MNI.img	CST_L	1417	174.1551	219.9419	198.2213	7.2678	
MNI_MNI.img	CST_R	1376	179.8207	221.8043	198.0942	6.0454	
MNI_MNI.img	SCP_L	1036	116.6742	220.3128	179.6695	17.8798	
MNI_MNI.img	SCP_R	1140	128.0890	222.7520	184.9264	16.7276	
MNI_MNI.img	MCP_L	3415	147.8078	221.1669	191.2744	11.6088	
MNI_MNI.img	MCP_R	3564	140.8828	223.1116	190.9661	11.9190	
MNI_MNI.img	PCT_L	1028	175.8140	225.1376	202.0681	7.5759	
MNI_MNI.img	PCT_R	894	183.2291	226.7955	201.8605	7.6528	
MNI_MNI.img	Medulla_L	2781	0.0000e+00	225.6097	176.5358	33.5616	
MNI_MNI.img	Medulla_R	2900	0.0000e+00	227.3000	175.7583	30.2781	
MNI_MNI.img	ML_L	1606	157.1691	233.0371	193.7566	9.3327	
MNI_MNI.img	ML_R	1720	157.5512	224.1264	194.7753	9.2325	
MNI_MNI.img	Pons_L	393	149.2026	223.6678	191.4918	12.1082	
MNI_MNI.img	Pons_R	792	136.1940	229.3414	180.9316	12.2007	
MNI_MNI.img	ACR_L	12546	157.0836	216.5862	195.1594	6.3343	
MNI_MNI.img	ACR_R	14222	175.4816	220.2263	195.8613	5.4197	
MNI_MNI.img	SCR_L	18265	173.7288	220.0156	196.4788	5.2913	
MNI_MNI.img	SCR_R	16094	130.4571	222.7363	196.2383	5.1290	
MNI_MNI.img	PCR_L	6883	183.0898	214.5966	197.0957	4.4312	
MNI_MNI.img	PCR_R	5860	178.6440	213.7298	196.9555	4.6807	
MNI_MNI.img	GCC_L	3314	139.9600	217.9996	192.8167	9.8589	
MNI_MNI.img	GCC_R	3671	142.7243	219.6951	193.0473	9.7954	
MNI_MNI.img	BCC_L	4015	128.6830	218.1261	189.7034	12.8345	
MNI_MNI.img	BCC_R	4374	118.1458	222.3676	188.4756	15.3228	
MNI_MNI.img	SCC_L	6971	123.5462	229.6718	193.6308	10.7998	
MNI_MNI.img	SCC_R	7053	124.5203	234.0877	193.9984	11.7357	
MNI_MNI.img	PVWl_L	347	105.9913	195.9723	156.7161	22.6477	
MNI_MNI.img	PVWl_R	289	102.5826	195.1109	152.6655	24.4729	
MNI_MNI.img	ALIC_L	2117	156.0579	226.1440	193.2589	11.2124	
MNI_MNI.img	ALIC_R	2302	164.6608	224.8264	196.1941	10.8290	
MNI_MNI.img	PLIC_L	3621	168.9093	230.8983	198.0382	9.3505	
MNI_MNI.img	PLIC_R	3537	170.9147	224.7638	198.7883	7.7962	
MNI_MNI.img	RLIC_L	3157	174.9726	225.6047	200.1377	7.9724	
MNI_MNI.img	RLIC_R	3467	177.4172	227.1528	201.3837	7.4737	
MNI_MNI.img	EC_L	3520	133.6304	207.1349	170.6084	13.1647	
MNI_MNI.img	EC_R	3330	146.5555	218.7768	178.3977	12.4944	
MNI_MNI.img	CGC_L	4024	138.7381	215.9914	184.5241	14.2849	
MNI_MNI.img	CGC_R	3992	141.2569	213.1890	184.3316	13.8213	
MNI_MNI.img	CGH_L	1439	142.3010	214.8233	183.1808	13.9498	
MNI_MNI.img	CGH_R	1531	136.1660	217.1664	184.0417	15.1888	
MNI_MNI.img	Fx/ST_L	1390	121.1576	219.6637	182.2075	17.2408	
MNI_MNI.img	Fx/ST_R	1482	86.3773	224.1716	180.2586	20.2356	
MNI_MNI.img	Fx_L	947	28.1317	231.1373	140.6148	32.1848	
MNI_MNI.img	Fx_R	948	59.9364	197.0468	135.8059	24.8858	
MNI_MNI.img	IFO_L	1771	134.9176	211.1835	175.2534	13.9194	
MNI_MNI.img	IFO_R	1872	137.6013	224.7537	178.2860	14.0789	
MNI_MNI.img	PTR_L	9225	163.6378	222.6070	197.6237	7.3202	
MNI_MNI.img	PTR_R	6302	161.6139	217.2273	196.1962	7.8577	
MNI_MNI.img	SS_L	3556	152.1151	218.6596	193.3914	9.3854	
MNI_MNI.img	SS_R	4257	153.7314	219.3563	196.1277	9.6151	
MNI_MNI.img	SFO_L	418	165.1034	224.1982	200.1443	13.5371	
MNI_MNI.img	SFO_R	249	164.9088	221.7341	192.8422	13.1270	
MNI_MNI.img	SLF_L	7823	175.3269	215.9532	196.6517	5.8074	
MNI_MNI.img	SLF_R	9022	173.7885	220.4102	196.8818	5.2558	
MNI_MNI.img	Cl_L	382	98.3782	168.2561	134.6972	14.7864	
MNI_MNI.img	Cl_R	533	90.9138	174.3567	134.8182	15.1352	
MNI_MNI.img	Mammillary_R	105	92.8449	183.8713	145.4800	16.7672	
MNI_MNI.img	Mammillary_L	139	95.7666	194.2773	151.4160	18.1836	
MNI_MNI.img	LV_Frontal_L	6265	10.8631	144.2662	50.7080	29.4592	
MNI_MNI.img	LV_body_L	2744	12.4708	150.8387	52.8975	30.2880	
MNI_MNI.img	LV_atrium_L	1994	12.1278	152.0488	49.1252	30.7244	
MNI_MNI.img	LV_Occipital_L	221	28.6820	175.9578	110.4439	36.0837	
MNI_MNI.img	LV_Inferior_L	1560	23.7166	171.1085	89.0437	28.3637	
MNI_MNI.img	LV_Frontal_R	6974	9.0122	146.0094	46.4392	31.6441	
MNI_MNI.img	LV_body_R	3388	10.0867	145.5002	45.6441	28.6516	
MNI_MNI.img	LV_atrium_R	2457	8.4001	141.9260	44.5300	29.1849	
MNI_MNI.img	LV_Occipital_R	271	43.9952	173.3707	130.2780	26.8116	
MNI_MNI.img	LV_Inferior_R	1461	23.8301	165.3247	87.2768	28.7953	
MNI_MNI.img	III_and_IV_ventricle	6696	12.2143	164.6838	74.3209	36.2101	
MNI_MNI.img	PVWa_L	1243	83.1720	225.3377	157.9977	23.7554	
MNI_MNI.img	PVWa_R	1090	82.9922	216.8456	156.7077	25.0714	
MNI_MNI.img	PVWp_L	630	81.2975	196.8262	148.4957	22.8448	
MNI_MNI.img	PVWp_R	770	83.4528	196.2730	145.6346	23.9681	
MNI_MNI.img	L_L	4718	131.7148	207.8830	176.2437	16.1268	
MNI_MNI.img	L_R	4403	124.0192	212.9025	174.6843	16.8563	
MNI_MNI.img	CerebellumWM_R	13120	143.8644	231.8558	189.3684	14.0632	
MNI_MNI.img	CerebellumWM_L	12860	133.8237	230.6805	188.6469	14.4310	
MNI_MNI.img	FrontSul_L	21809	12.7065	105.2997	56.8349	17.0974	
MNI_MNI.img	FrontSul_R	17795	14.0910	104.2563	59.1496	17.0891	
MNI_MNI.img	CentralSul_L	3357	13.9485	105.5174	54.1686	18.0616	
MNI_MNI.img	CentralSul_R	3420	14.9753	108.1733	50.2273	19.0069	
MNI_MNI.img	SylAntInsularSul_L	4579	13.6612	107.0234	58.9571	17.3737	
MNI_MNI.img	SylAntInsularSul_R	5060	12.0706	110.9413	61.2332	19.8824	
MNI_MNI.img	SylPostInsularSul_L	5621	13.6859	112.2530	58.2612	17.8658	
MNI_MNI.img	SylPostInsularSul_R	5327	11.8986	101.3654	58.2474	18.3618	
MNI_MNI.img	SylExtSMG_L	525	24.8081	93.0491	64.0948	13.8156	
MNI_MNI.img	SylExtSMG_R	550	17.8540	96.4001	55.0867	18.2080	
MNI_MNI.img	ParietSul_L	12095	14.0640	105.8605	55.7217	17.4663	
MNI_MNI.img	ParietSul_R	11654	14.0394	107.9528	53.3095	18.5276	
MNI_MNI.img	CinguSul_L	6093	14.7503	98.7034	57.9596	17.1729	
MNI_MNI.img	CinguSul_R	6884	12.0876	98.1384	58.4202	16.1884	
MNI_MNI.img	OcciptSul_L	4176	21.8449	101.4314	60.7632	14.1998	
MNI_MNI.img	OcciptSul_R	3552	15.7378	99.6427	59.9217	14.5587	
MNI_MNI.img	TempSul_L	3557	19.1296	95.9036	64.1769	12.5706	
MNI_MNI.img	TempSul_R	2458	21.1575	93.1658	62.3599	13.8306	
MNI_MNI.img	Caudate_tail_L	459	90.8022	177.2900	136.5666	17.8023	
MNI_MNI.img	Caudate_tail_R	497	83.7419	179.1230	137.7115	17.7717	
MNI_MNI.img	Chroid_LVetc_L	239	84.7579	161.0750	124.4402	17.7575	
MNI_MNI.img	Chroid_LVetc_R	224	74.8343	151.0468	117.6551	16.2956	

